address, current_balance , gross_tx_amount , in_amount , out_amount , fees , out_txn_count , in_tx_count , gross_txn_count ,
GDNK5AN3F4RLDQYG6NGFU4JSM3H3HNOY3ZMD4KQNCP4UXPN2BTEXX3FU, (0.00), 83 , 41.39 , 41.39 , 0.00 , 2 , 2 , 4 ,
GDPVVGWVFVMFLBZFXRMP2DI6DA3WVAMKPMFBQ4HM4EARRW3UXSN3GRP5, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GCY44HKRU5JEL6AWCCBYX4GY5SBV7BC7H7ZJAK3R6473TF3Q2PXHZFCG, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GCNQKAPWA753GDPDY6LFCK26GYFK3NL3HCOYVW44HZPTBNLBYFQQHLKP, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GBX2EDOGB47XTZHZF4JKWUOXHATLVN6K43PDN3U25YYUNMNCCWEYPKTE, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GBC7HY4Y7QARQISWAVTO7ZC3PQMBEA2P363Y4GGY4K22MRVX24XIKWG4, (0.00), 133 , 66.67 , 66.67 , 0.00 , 2 , 2 , 4 ,
GCPQBED4L6X3JZKSP3AWNXPS44ZAZPUUZL6QHEX4YYRU6LSPC73RUGPX, (0.00), 178 , 89.11 , 89.11 , 0.00 , 2 , 2 , 4 ,
GDSGEXK6DQCXQYGOHETPZ3FG5RNN7JJUJGNO5MZCW34H6Q437PTBVPLJ, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GARX4ABML76IGZOC5Y3C4A2PL3J73EXX6LF2MXKFDLVL7HMO4K2RH4R6, (0.00), 168 , 83.88 , 83.88 , 0.00 , 2 , 2 , 4 ,
GAV7NBWSV2ABMLVYGZ325UFYA64P5E2MVU4A24I753IYHJKJGYISAPT7, (0.00), 361 , 180.44 , 180.44 , 0.00 , 2 , 2 , 4 ,
GAFVXWQE7LNHVIMOU7H2TNGI27VUSCUJ7OVZHZXVXNQM3LBGNZU55S7N, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GDDHNCOWP3FLIQIVC5A3D6QOJJ33YOP6AX4LPQMMIUEZ7AFHJKFRU62Z, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GCLY3QGA6TID44ZHPJQ5FP6NYNRNTF7KK2SBBCN2P7IQT2ELJSPURFM5, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GBIQUVL2WSJTIQUKPZSJMSQARAFBSC42IFVFKPVN3H6HEAGEJ7Z52NPG, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GBRODW7DV7BC3UZBWKJ7BHGNNOHUF2QEJIDYVOE54JBCKPT5PVBTLPJZ, (0.00), 116 , 57.95 , 57.95 , 0.00 , 2 , 2 , 4 ,
GBQJFN5T7YPOPVIPCTGW7PLNICXF7P4HEWHOI3EXZKNMXFNFMBWGH6BJ, (0.00), 207 , 103.53 , 103.53 , 0.00 , 2 , 2 , 4 ,
GDY36TFK5V53NDF7JPRWDUERCVP4MBG6EWKJIJ7B7MJZTY3MPNT5RBTY, (0.00), 85 , 42.70 , 42.70 , 0.00 , 2 , 2 , 4 ,
GBWDRXHHIAY4PWWXWV2RC3ONPMDTUUHU3XYR6ZVJJKMUGM5BZCQZZBTS, (0.00), 452 , 225.80 , 225.80 , 0.00 , 2 , 2 , 4 ,
GB3IPXDB4FT2EQHPSZZNC5F4ZYKVTI3T27UUMZ6BGDO2PZJXPGZQRI67, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GCQSWCOAIEYEFSWK27NZSWB227LTZZ3FVIWILCKK2G4PZA5J5FYPXNA5, (0.00), 310 , 154.89 , 154.89 , 0.00 , 2 , 2 , 4 ,
GAGWMJPLSA7AKXHD5RUTAZEHLX2PLUI62HZWPKSEVJUZWDZ2VEPU2MMI, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GDEY4U3BFV7YWYJWVK674W6LJ7NSAMOST6KS5SOZ4GWSVOF5DHACIG4A, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GDFTMBNXT2RT7OJQGBFDAMHSK7FNLKN4NLOABUZLCHUB4FLCDYULFZBT, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GCN472VWNQLUA5VYHWH5PYIMG4YRGDGNRSWFVNGGEVIYF5MCYVBSFXG3, (0.00), 199 , 99.53 , 99.53 , 0.00 , 2 , 2 , 4 ,
GBRVPNDS6RN4MGOVVLFOF5V3D7P7GF6BLPORRESW2JZCXRG5UPPUBGXK, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GAS7RGKF4NZAAWQMMPCTDSCZO3UVGB2J5K66SIO3QKFXTLMGKQPQ4D4N, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GBWLLGODDBX3MPWJDGR4ZINOR7FWU6IQQGCS57Y4MRRM7TQSKHTA33NR, (0.00), 215 , 107.39 , 107.39 , 0.00 , 2 , 2 , 4 ,
GCRUMSWOGWA76RXN4GPA72XCDKQRAOBXONA7PQF3BEQKJRHTC3DCANZ3, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GCZIWHFRS2WTNT6GJBAXUT5L7GYVU57VZTZX7U73GM22G736XE765V2C, (0.00), 84 , 41.91 , 41.91 , 0.00 , 2 , 2 , 4 ,
GALV4VWOKLC5YOCXDIYTJUFP5ZAWH7RBG7R4OFMGXEY5DKMWROERPMHL, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GD5VK46NCJXYUF5HRTTW3HDQPUZL7YR5GVDEJ6RCIVDX4YZKFXIIOSTG, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GDPX5PVLEXL2INXURA5UV64ZKOIVMM3MT74H7JU3RCNT2Y6DWGO6I2RG, (0.00), 394 , 196.93 , 196.93 , 0.00 , 2 , 2 , 4 ,
GAR6SUHJA6MKIXOHZVIZJXBM3T7RWXRLEX3MFZH4FOUDEV4XTSBGK4FS, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GANSEOUZURSFUFXFCEFXFYP57QPYOZKBBQNKEO2GUQFERPZL6UCGMXT7, (0.00), 185 , 92.67 , 92.67 , 0.00 , 2 , 2 , 4 ,
GAI5TTLMRFV43PGFY4KFJZIMXVCO6JW5D666AQDHD4WL6OA25TKCBR2X, (0.00), 400 , 200.00 , 200.00 , 0.00 , 2 , 2 , 4 ,
GBALQLR4TPROYMMKLRQC2YUCJK3434GMFH6ZMKVIJ77HEIAEPQ5IESJI, (0.00), 398 , 199.10 , 199.10 , 0.00 , 2 , 2 , 4 ,
GCY2HWEZO2ONMWDFYQNDFVPTZPJLNRZMUPZ7DAAHY7QK6LUX6YKH2YK7, (0.00), 211 , 105.68 , 105.68 , 0.00 , 15 , 15 , 30 ,
GAY2PSB66UNQLQ23FMJIK4ZRTY22BJXINI7MMSFMPDYZODCWUDS3MXRK, (0.00), 115 , 57.50 , 57.50 , 0.00 , 4 , 4 , 8 ,
GALDNKOALJSLPFYC7PRNVRR7IUUKTDAH75O3JNY5SDPNUDFQZU64I7E7, (0.00), 199 , 99.53 , 99.53 , 0.00 , 6 , 6 , 12 ,
GDK53U7GHW6475CFFW3T3DW7OD45WX3NBKU7N5FQFLNDVZKZZNJ47KLX, (0.00), 213 , 106.55 , 106.55 , 0.00 , 3 , 4 , 7 ,
GCTKGTXNZJXGPPV3RILDNX3SBBST7FST53TKDSOBYHLLRZQMVX5CRCQM, (0.00)," 3,000 "," 1,500.00 "," 1,500.00 ", 0.00 , 13 , 13 , 26 ,
GCMXZEK2FFTW45RHFSU527QLMUHRQR753XOUEA4TPDBYCGLM6QXKRJTM, (0.00)," 2,600 "," 1,300.00 "," 1,300.00 ", 0.00 , 13 , 13 , 26 ,
GDEWSQHS3PFT4U76MVMTBVU75I5CGKR7QWVVV4PLVUZMWAPDBSEKK4A6, (0.00)," 2,600 "," 1,300.00 "," 1,300.00 ", 0.00 , 13 , 13 , 26 ,
GDLR25UQRJUME2E7D2ZM3WLD6AYAOSUTDMKNJUGPZD67P5OR7DBQECBT, (0.00), 217 , 108.30 , 108.30 , 0.00 , 13 , 13 , 26 ,
GAQI4IKEIEK5OTCG3JEF3RNXTUH2MYBLWRN6UCXTWEDATNFIEQWAC2YZ, (0.00)," 1,400 ", 700.00 , 700.00 , 0.00 , 7 , 7 , 14 ,
GCZ4AVCPAXH5GTRNZBVZE4OIJBOZZUO27MGQYN5YYGKT6J4W4IQXPKBU, (0.00)," 1,600 ", 800.00 , 800.00 , 0.00 , 7 , 7 , 14 ,
GDMPYJNCGHTYOGGR6MOO3K6ZW3VTIPELD2PGASFDQQDNXXJZBWZV22SO, (0.00), 187 , 93.33 , 93.33 , 0.00 , 7 , 7 , 14 ,
GDPYWCEQ4C2WASDUNMQUNZL4MD6REC6BQL762B4IEQQSLGODYSSSDKQJ, (0.00), 351 , 175.66 , 175.66 , 0.00 , 7 , 7 , 14 ,
GDZRNIXUBB76TH3QJHNNYAN5LBDQJL5EXIQIQIXGCKVWXMWZOVQBRZTX, (0.00)," 2,000 "," 1,000.00 "," 1,000.00 ", 0.00 , 7 , 7 , 14 ,
GBEKDVOSO57COGKKJY4GK6LIC3PET3WQL73L5PLJT5C43NWE6Z6NOOOQ, (0.00)," 1,792 ", 896.14 , 896.14 , 0.00 , 7 , 7 , 14 ,
GACVTUSFG2VKQKKW4FIEZQ3PKWRQNXY2XMHCHDB2F6ZPQNHNEYBQI4OS, (0.00), 399 , 200.00 , 199.10 , 0.90 , 2 , 1 , 3 ,
GDMNFHKEFQR67FZDNTNWY3BAXLERJPYACVPRKPVQ2MBRJA36O6F4NJFM, (0.00), 508 , 253.89 , 253.89 , 0.00 , 4 , 4 , 8 ,
GDCOKRG2AWJ4MW6I3PUIL5FF657MRJ3DBWTRZHUL6SV5NVNJN6DT2WRR, (0.00), 603 , 301.63 , 301.63 , 0.00 , 4 , 4 , 8 ,
GCWEY6QGROS74KYVEZGATAVFQC2US6VHPBMZSBHJSB7L6NCPT3AD35A7, (0.00), 800 , 400.00 , 400.00 , 0.00 , 4 , 4 , 8 ,
GCSFFHFYTUP6TAWT6BSZWXHITMFAINUVQGKIQRCY4SH6EUFN7U2J2N7J, (0.00), 800 , 400.00 , 400.00 , 0.00 , 4 , 4 , 8 ,
GDQVW7XWMCY5Q6WTRS7ZQTYDGE3T27TFSWQVYLANJB2SGK3T3Z34FPMS, (0.00), 800 , 400.00 , 400.00 , 0.00 , 4 , 4 , 8 ,
GCJYGFWFZLGYGCNK4UPYJLIBHL4FQ75WDPRUYN64FW6ULHJHUM5K4HWW, (0.00)," 1,000 ", 500.00 , 500.00 , 0.00 , 4 , 4 , 8 ,
GABLFDQFTIVR6UDRILCTHN4NY5BN34KTFKAILQZRVZKMSGTFELMANZRO, (0.00), 800 , 400.00 , 400.00 , 0.00 , 4 , 4 , 8 ,
GDG25IFQJXK6KKQU5S3HKOM2VLXQSCSQ75WFQFTSSRUE5WY2GLKTUBB2, (0.00), 490 , 245.00 , 245.00 , 0.00 , 4 , 4 , 8 ,
GCKGYFEV4RVJGRHGV3ZYYXBGFDW27RA7NFSH7MOGOFIMPYYMJYEVQHEU, (0.00), 800 , 400.00 , 400.00 , 0.00 , 4 , 4 , 8 ,
GBPZBRPFSVI5TBVFUAUPNGVCW4MTJVHBQ7JIR42ANQ6OUMNWM4ZZHGRL, (0.00), 800 , 400.00 , 400.00 , 0.00 , 4 , 4 , 8 ,
GAMLNMO3GRRJRZDAUTY7SSDS2ZK6CKEKIEPREP4O6TMXZVTL3LWFCOCE, (0.00), 802 , 401.07 , 401.07 , 0.00 , 4 , 4 , 8 ,
GA44ON7DW5YSJSUAT6H54ZQBSL3Y2I47FIIU3CLH2P3SMN3ENK7TBJUE, (0.00)," 1,000 ", 500.00 , 500.00 , 0.00 , 4 , 4 , 8 ,
GDOSMCKVGJ3ZWIJSS4MYAYVM3LGL7JJIBPVBNKRS7ZDY35WHHHZQ6HSW, (0.00), 800 , 400.00 , 400.00 , 0.00 , 4 , 4 , 8 ,
GBMAILQT5F4YRRPWFUL42QYZMJYECJ5YJK4PLNCELTPYW6HXFAC7VUJG, (0.00), 800 , 400.00 , 400.00 , 0.00 , 4 , 4 , 8 ,
GDJAOPFEKD3TSVXMT2V2SUAVBTP3BA3R56MYFJWWKC6REAWUODRQHICS, (0.00)," 1,640 ", 820.00 , 820.00 , 0.00 , 1 , 1 , 2 ,
GBRINA5GSQUPVTT56EHY7M63G4WQ74LR5XNB2JFUQ56BTDNZYIKZLFN5, (0.00)," 1,200 ", 600.00 , 600.00 , 0.00 , 1 , 1 , 2 ,
GDE6DXMKSKDXIFKO3XFHZBSMHOAFYBZINV5H76A3TVP3ROCKJLJODOV4, (0.00)," 1,000 ", 500.00 , 500.00 , 0.00 , 1 , 1 , 2 ,
GD42BEVKEQ5D2URZQJWJIQ7VALATQIHXVU2N3XAWSZHWTECYBXOK5VMI, (0.00), 793 , 396.38 , 396.38 , 0.00 , 1 , 1 , 2 ,
GCL2VO3YRBQV2E35I5JHZRSV6S7FK3IJMI5GFCNIVL7VR7USPXHJNXIS, (0.00), 398 , 199.08 , 199.08 , 0.00 , 1 , 1 , 2 ,
GBDD3TH2HRKJ5WFVER6D2E45LP6FLCHIBBANNT7SOE4YWIU3GNXOTG6X, (0.00), 398 , 199.08 , 199.08 , 0.00 , 1 , 1 , 2 ,
GD2D22GCTAEJOWK5FTD74SAH5O7MO6JC4M2OE4H56L6ROFN7ISPADNKX, (0.00)," 3,421 "," 1,710.69 "," 1,710.69 ", 0.00 , 1 , 1 , 2 ,
GDTMQ7B66RJ2B6GBTE3CQCPNKPGOY3EJDEUMLPP6IWGH4XQ5QEKSMJYF, (0.00)," 14,000 "," 7,000.00 "," 7,000.00 ", 0.00 , 1 , 1 , 2 ,
GDTJTNBWV6372O7Q2UAZT2RSQN4LRGRLHO5RMUZVCUYCRNQT5A3MZSU3, (0.00)," 3,600 "," 1,800.00 "," 1,800.00 ", 0.00 , 1 , 1 , 2 ,
GCQO5NSWQ76OBTADQ7YEGICLIFU5ONMM6OCE46LCMNII6TVY5ORGODT4, (0.00), 600 , 300.00 , 300.00 , 0.00 , 1 , 1 , 2 ,
GBJYX6NNW77YCJNJVNJS4KV6RBOJDBLXOKENZBEY3RC7EJKD75UNI5RR, (0.00)," 2,000 "," 1,000.00 "," 1,000.00 ", 0.00 , 1 , 1 , 2 ,
GCGNFKDU6PJKN5AO7YQH4VJGWTAWD6O5BX7VXKAFGNQSURG3RKH4OVMP, (0.00)," 1,800 ", 900.00 , 900.00 , 0.00 , 1 , 1 , 2 ,
GDMXMVJV43U5FWM3QIQ4AUTE5Y3MP4KIKPORFHKZYFGI6BQVOJ6X5SEO, (0.00)," 1,244 ", 622.06 , 622.06 , 0.00 , 1 , 1 , 2 ,
GCWL4MYC3HG3H3HVM3HNRGVUEA3F2G3HRWLRYQUF7XGXGJIFHDW4F6HK, (0.00)," 2,389 "," 1,194.60 "," 1,194.60 ", 0.00 , 1 , 1 , 2 ,
GDH4PAYRTVHKTWRNQTOQB7Y4IY4MXE5QLEOIEGASC5AE2OZPV3NQZURC, (0.00)," 1,600 ", 800.00 , 800.00 , 0.00 , 1 , 1 , 2 ,
GCU3HW6OBNHF3UWEQOLLYRFSDLOVM4NOYDF6I5MOXITXDL3G4NP4SOVO, (0.00), 600 , 300.00 , 300.00 , 0.00 , 1 , 1 , 2 ,
GC5FUL6HCWQYFNNEGQVGJ47V3ZYPEAJ5HHLXXPAIBWT5CPBNFYRIWMJY, (0.00)," 2,600 "," 1,300.00 "," 1,300.00 ", 0.00 , 1 , 1 , 2 ,
GANRVJSCNBFISDGN5SM23LGXPE5VGPUAKXA3JUYMN45ZMG2ODDI6YIJ6, (0.00)," 3,400 "," 1,700.00 "," 1,700.00 ", 0.00 , 1 , 1 , 2 ,
GBWCTT7LUCXRLMVGRER2TZYBTPVM4NUGEVFDMBHQHK6TNTZ327EMDWXB, (0.00), 590 , 295.24 , 295.24 , 0.00 , 1 , 1 , 2 ,
GCTBPBESMHR2ARYF3R4VATONHGTRIRA6Q6HDMR7MWFS4YH7BH5V3JHPR, (0.00), 350 , 175.21 , 175.21 , 0.00 , 1 , 1 , 2 ,
GA6ZJ57Z7QMH5XGRI42ACMN3OHSCCP6NHZDKCDUUK7ZMEHTTAHARAU4O, (0.00), 600 , 300.00 , 300.00 , 0.00 , 1 , 1 , 2 ,
GCWXFE6NJ7HBRGG255YP3ZSYXOTRPTH33645CODSKHLWMNOHZD2KWYCM, (0.00), 600 , 300.00 , 300.00 , 0.00 , 1 , 1 , 2 ,
GBCGYPUKVLETVGLU4YVHS3GZW4ZCHGPHUY7TUXWD673WTPYDFZZVM2YF, (0.00)," 2,200 "," 1,100.00 "," 1,100.00 ", 0.00 , 1 , 1 , 2 ,
GAVHSFEBR7HNXF65V2FTDHTMYPDVKEP7PHYVP7QLZ5GBHNXVCPVT4H4O, (0.00)," 1,200 ", 600.00 , 600.00 , 0.00 , 1 , 1 , 2 ,
GA5WBTLB3X6L7YVTZJ6MZ6HWIT3ERR3YVLXEWHPFTGXGMYU32QZPH4ZU, (0.00)," 2,000 "," 1,000.00 "," 1,000.00 ", 0.00 , 1 , 1 , 2 ,
GDWFXUKZDNN7TWAFSSAWVU5HTDIORJ2LEFPDNQX4RJT3Q6DQWOKP3JLI, (0.00)," 6,800 "," 3,400.00 "," 3,400.00 ", 0.00 , 1 , 1 , 2 ,
GASN54XSXHJ3SJYPRYV7SK6S65U7IVW7QGNFPOXM5A4BQAO7LUXVDUUY, (0.00)," 2,400 "," 1,200.00 "," 1,200.00 ", 0.00 , 1 , 1 , 2 ,
GB4WJHEO4WJM2PT43EXQB72C2RKBIRJUIYNZLR4CG3T5SUOMKWRMSPHJ, (0.00), 398 , 199.08 , 199.08 , 0.00 , 1 , 1 , 2 ,
GB5IRHQVI7KTKBV7D2C2TRKUZICH4ZW4EFMXRGRZDXI5SJT6VBOIV67W, (0.00)," 2,800 "," 1,400.00 "," 1,400.00 ", 0.00 , 1 , 1 , 2 ,
GD7ZAWQYGHKKGP425SK3MUJYDZ7Y75G7NX7EYXXMTPSQUAE5MYURXJH3, (0.00)," 4,022 "," 2,010.95 "," 2,010.95 ", 0.00 , 1 , 1 , 2 ,
GB3YXOO2VMC5STOG76DE52NQYRDCHDR4MN6KKBWGXGWLILKL6LC4ZAEB, (0.00), 389 , 194.62 , 194.62 , 0.00 , 1 , 1 , 2 ,
GD2QOVCZTKS7YTDSWN6FVV564GYI7ZMXVGOZCGGOZL2OTSHJ44V3JE7N, (0.00), 687 , 343.27 , 343.27 , 0.00 , 1 , 1 , 2 ,
GAWEBEVZIRRFMRRPLNMA5EE7NBOLYIAYSNAMBT3F2DQL7YXDNQMY6UCQ, (0.00)," 2,000 "," 1,000.00 "," 1,000.00 ", 0.00 , 1 , 1 , 2 ,
GCOONHZFIHXJLNTZJHQQTPVMA4L45FBGEMWZKFW3P27WLLZTDRSQANPP, (0.00)," 2,400 "," 1,200.00 "," 1,200.00 ", 0.00 , 1 , 1 , 2 ,
GDWE732HT57VMFRPY7VJKK3VJNS2IXEZZ6HTAQ5F2ZR7YCVK5AW6ABN3, (0.00)," 26,000 "," 13,000.00 "," 13,000.00 ", 0.00 , 1 , 1 , 2 ,
GD3XMMS6AXZ37SBF24T2R3GWBLFBSMWWCFMYLVAWISKQP6HSNCI6BKN2, (0.00)," 1,800 ", 900.00 , 900.00 , 0.00 , 1 , 1 , 2 ,
GBSSPOOD6AY67TRQUGYZIBARET6636N3NPQG7RLBAQSNKD4QBPVZ4SM2, (0.00)," 1,120 ", 560.00 , 560.00 , 0.00 , 1 , 1 , 2 ,
GB3ULDETT4LOHAC6GMKIDJOFL7OUSF6GXCWMGMFTVNEZMAJU4G7HDO7B, (0.00)," 11,400 "," 5,700.00 "," 5,700.00 ", 0.00 , 1 , 1 , 2 ,
GBRA7V5TDRGTFD7VPY3LDAJS4A5MTFFCQH64ZQ3YVW6U4C3WABAMQHX6, (0.00), 796 , 398.19 , 398.19 , 0.00 , 1 , 1 , 2 ,
GACRQLCVZO3NYDSWUAPIX6LKRCKLBG7MTLRSOIJOHENEEFHWPQIKDFVF, (0.00)," 1,600 ", 800.00 , 800.00 , 0.00 , 1 , 1 , 2 ,
GAJE6QUHZOWR3WNVWPEDH7VAALCZOMBTKHEQM4YK5TJ2ME34J3UWDTB7, (0.00)," 270,600 "," 135,300.00 "," 135,300.00 ", 0.00 , 1 , 1 , 2 ,
GAFHONOZY5XTRGHKGAAJLHNWND64GEBEUF5FGNJ77REDTI5NRD62MUHW, (0.00), 600 , 300.00 , 300.00 , 0.00 , 1 , 1 , 2 ,
GABWYAHXBQAO7LYFSNJQ2GXTZEGQPQQF7VINPTZNXITVPWOIEMFWB6YZ, (0.00)," 1,600 ", 800.00 , 800.00 , 0.00 , 1 , 1 , 2 ,
GB6SSUPGFOUA2D5NUKCOQKXPBVKJDKJUH6BBMWDOAFOYQGU2M24QHJIY, (0.00)," 4,000 "," 2,000.00 "," 2,000.00 ", 0.00 , 1 , 1 , 2 ,
GAELPRTPMPAETII3ZWKTBVQLUBKI5YYYK6GGB42P3XJHI6J5VSHSFDMB, (0.00)," 1,300 ", 650.00 , 650.00 , 0.00 , 1 , 1 , 2 ,
GAZAYIV3FQY3I7SFR4FK6YWAY4752A6BPRSTKIC3YKIP2GZRKI6CLZXG, (0.00)," 1,300 ", 650.00 , 650.00 , 0.00 , 1 , 1 , 2 ,
GDHBFLPTILILYDGQEY7PYM4KBAWXFGLP2FTAS4AW7TCWRKZ3XAJAZQHB, (0.00)," 4,000 "," 2,000.00 "," 2,000.00 ", 0.00 , 1 , 1 , 2 ,
GDNWNKGVTNWPRM45VRO5ZBK3PCP6ZHT3FNGXHBYYUNASQGZ7MC67HZGE, (0.00)," 2,400 "," 1,200.00 "," 1,200.00 ", 0.00 , 1 , 1 , 2 ,
GDRE3ZPULPIAG5WUX3DDDCW5H6KJVDUJD64VE2WEA3EHO346J2DHCPTE, (0.00)," 1,558 ", 778.97 , 778.97 , 0.00 , 1 , 1 , 2 ,
GBFUGRLXGX42GCIAMZ2OXGLRGPO5NMPHBOG34GNIQP3UJNUPQ5F4SNK4, (0.00), 800 , 400.00 , 400.00 , 0.00 , 1 , 1 , 2 ,
GAUTSKMFJGMEVUQQNAZMLUUDWUJ4BYLXOIWACC7UWSTPQXSFIOEEAXY4, (0.00)," 7,000 "," 3,500.00 "," 3,500.00 ", 0.00 , 1 , 1 , 2 ,
GB2ZKJGKPTJKNVOY6M4N6TKF4CXZWNCNHJHGPNK45KHO4GYXU46JMJH5, (0.00)," 2,000 "," 1,000.00 "," 1,000.00 ", 0.00 , 1 , 1 , 2 ,
GCEKWYIVQZB4Q4IVO2APH7YPMPURBQTA44D6652PMQBKE76M2P7ECJCX, (0.00)," 2,400 "," 1,200.00 "," 1,200.00 ", 0.00 , 1 , 1 , 2 ,
GD5NGTD76FRCUO44AQMZTETJ4WO2QJGO6HFP3XBJFY3Z6KMXMFMMHFFU, (0.00)," 2,000 "," 1,000.00 "," 1,000.00 ", 0.00 , 1 , 1 , 2 ,
GBPWP5OFQHYOWBWQ6GM4QPFSGC2NS2MFDJEPKTAIYJ2DYRNEWKVQCSVQ, (0.00), 263 , 131.41 , 131.41 , 0.00 , 1 , 1 , 2 ,
GACAPOTDC3B7RVFRYB4LNMMQHPXSAH6ETR2GJIB6GGPZYETMNUHWBSSJ, (0.00)," 1,000 ", 500.00 , 500.00 , 0.00 , 1 , 1 , 2 ,
GCJU5MMQTSN3INNNFODY2V7XYOLCA5RZRENKGIKRPPZWD6GF3XAWHT2V, (0.00), 2 , 1.00 , 1.00 , 0.00 , 2 , 1 , 3 ,
GDJTIQHWBDFIOIPD5DYP3Q5GILQV5T6NXIKY5HSGVRGSA7RCT72CUJDB, (0.00), 579 , 290.00 , 288.70 , 1.30 , 2 , 1 , 3 ,
GBSNOFXMH5B5UHGDQDV6SODELO7VGM4WMJSFL76V4QOPFNHIVADAUCU4, (0.00), 392 , 196.16 , 196.16 , 0.00 , 15 , 15 , 30 ,
GCJUKDKRZ6ZHJ3HYWZIAIUDWHW2GAPRYSRWDWOG5MIIGR3LY545VOJCB, (0.00), 349 , 175.00 , 174.22 , 0.78 , 2 , 1 , 3 ,
GCH2VFKCLP4QUQI2PTTEKIEHBXNFKRES34XA7PEKYXHGKZN6SJHAJYL3, (0.00), 196 , 98.00 , 97.56 , 0.44 , 2 , 1 , 3 ,
GBPXPNCU6KDGRPPOMHX7PQHQFPNASOIVUDKDZHOC7LAPO5KPZOVRRYPV, (0.00), 266 , 133.14 , 133.14 , 0.00 , 6 , 6 , 12 ,
GDAIK237VQO7GBGFRYEC3QKFM4RYJ4LEPZR6SW4W4EQDDORSC7S27KBM, (0.00), 290 , 145.18 , 145.18 , 0.00 , 3 , 3 , 6 ,
GBYQJW4UMBHYZQWMN44X524OBVDNJ72JCFWSWCM6FF7ZV66UPMG7FMSM, (0.00), 199 , 99.53 , 99.08 , 0.45 , 2 , 1 , 3 ,
GBLB3WNQMGRMECQ4IZ5QOGYXLNECRNEHQWC5VGK4XARZJHEFGS4XURNZ, (0.00), 696 , 347.87 , 347.87 , 0.00 , 14 , 14 , 28 ,
GDAXTOSOEQMM6EBZO75LA2JCC7H6GVUI42SME6BPA3WWPSYGPMR2SBZ7, (0.00)," 2,198 "," 1,099.09 "," 1,099.09 ", 0.00 , 14 , 14 , 28 ,
GBOD5JRHG57R7PXBOBOEEBCBSQSX5JKCOF6HY74KH7DLF5CUACZJQ5WM, (0.00)," 2,800 "," 1,400.00 "," 1,400.00 ", 0.00 , 14 , 14 , 28 ,
GCUIL2LXBC4I7K4M3BN6Q3GYUA3E4SZZPZW3SYG3HCDGXC4ARBORP76B, (0.00)," 3,385 "," 1,692.35 "," 1,692.35 ", 0.00 , 14 , 14 , 28 ,
GD4DUF3GPKG5RPT7VL4HKX3FJ2FMKLZISCSPICYMAGHFDOMER2NQP5BB, (0.00)," 2,800 "," 1,400.00 "," 1,400.00 ", 0.00 , 14 , 14 , 28 ,
GCGPAZSCAPD7C6SNLAFSVS2KGYAQXMGAUV2QV2IFXQ37VY4H4WTI7LCP, (0.00), 244 , 121.82 , 121.82 , 0.00 , 11 , 11 , 22 ,
GBFQZZKK5LOASOI57ZGE7CQQIBFJNMGV2OEMHEFZDJUO6DRBSCQUHGK5, (0.00)," 1,600 ", 800.00 , 800.00 , 0.00 , 8 , 8 , 16 ,
GDJW7GEEOSVVXM3UQAURJTHFNEO5XWU7JXQXS5S35TGS7NEZRXI2PDJV, (0.00), 999 , 499.53 , 499.53 , 0.00 , 8 , 8 , 16 ,
GCYJCYZNQR2NNOQUBQIO7SGA56WEWRQ3JV5H5YU5GQSXNRQ4ME6YNISA, (0.00)," 1,600 ", 800.00 , 800.00 , 0.00 , 8 , 8 , 16 ,
GCGWCFGEJCTJCHNF5BEJNY4DGVRW5M2GNWO2EO7KMFFBN2KSAMYTYATU, (0.00)," 1,600 ", 800.00 , 800.00 , 0.00 , 8 , 8 , 16 ,
GAYAFY7WOI6FSP2ESDQLOTZNIMDCRKBZPLG4ZNIR3KXUABHRMFSQJXZN, (0.00)," 1,792 ", 895.95 , 895.95 , 0.00 , 8 , 8 , 16 ,
